Image,TrueClass,PredictedClass,Confidence,Correct
_Field Petrovina 4_BM-258_1_DSCF1822.jpg,Animals,Animals,0.9994,True
_Field Pontal 2_BM-013_1_DSCF0044.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-013_1_DSCF0053.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-013_1_DSCF0064.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-013_1_DSCF0067.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-013_1_DSCF0079.jpg,Animals,Animals,0.9999,True
_Field Pontal 2_BM-013_1_DSCF0086.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-013_1_DSCF0088.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-013_1_DSCF0125.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-013_1_DSCF0135.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-013_1_DSCF0151.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-013_1_DSCF0154.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-013_1_DSCF0180.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-013_1_DSCF0189.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-013_1_DSCF0192.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-013_1_DSCF0193.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-013_1_DSCF0209.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-013_1_DSCF0219.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-013_1_DSCF0220.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-013_1_DSCF0227.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-013_1_DSCF0253.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-013_1_DSCF0276.jpg,Animals,Animals,0.9928,True
_Field Pontal 2_BM-013_1_DSCF0291.jpg,Animals,Animals,0.9996,True
_Field Pontal 2_BM-013_1_DSCF0293.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-013_1_DSCF0304.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-013_1_DSCF0333.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-013_1_DSCF0346.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-013_1_DSCF0354.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-013_1_DSCF0355.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-013_1_DSCF0364.jpg,Animals,Animals,0.9999,True
_Field Pontal 2_BM-013_1_DSCF0365.jpg,Animals,Animals,0.9997,True
_Field Pontal 2_BM-013_2_DSCF0017.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-013_2_DSCF0045.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-013_2_DSCF0050.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-013_2_DSCF0061.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-013_2_DSCF0067.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-013_2_DSCF0077.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-013_2_DSCF0078.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-013_2_DSCF0079.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-013_2_DSCF0081.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-013_2_DSCF0131.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-013_2_DSCF0142.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-013_3_DSCF0020.jpg,Animals,Animals,0.9999,True
_Field Pontal 2_BM-013_3_DSCF0022.jpg,Animals,Animals,0.9997,True
_Field Pontal 2_BM-013_3_DSCF0027.jpg,Animals,Animals,0.9998,True
_Field Pontal 2_BM-013_3_DSCF0031.jpg,Animals,Animals,0.9997,True
_Field Pontal 2_BM-013_3_DSCF0047.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-013_3_DSCF0054.jpg,Animals,Animals,0.9999,True
_Field Pontal 2_BM-013_3_DSCF0075.jpg,Animals,Animals,0.9999,True
_Field Pontal 2_BM-013_3_DSCF0097.jpg,Animals,Animals,0.9992,True
_Field Pontal 2_BM-013_3_DSCF0103.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-013_3_DSCF0113.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-013_3_DSCF0115.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-013_3_DSCF0131.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-013_3_DSCF0154.jpg,Animals,Animals,0.9996,True
_Field Pontal 2_BM-013_3_DSCF0163.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-013_3_DSCF0171.jpg,Animals,Animals,0.9999,True
_Field Pontal 2_BM-013_3_DSCF0189.jpg,Animals,Animals,0.9587,True
_Field Pontal 2_BM-013_3_DSCF0193.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-013_3_DSCF0249.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-013_3_DSCF0252.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-013_3_DSCF0256.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-013_3_DSCF0260.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-013_3_DSCF0261.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-013_3_DSCF0273.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-013_3_DSCF0288.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-013_3_DSCF0293.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-013_3_DSCF0319.jpg,Animals,Animals,0.9991,True
_Field Pontal 2_BM-013_3_DSCF0326.jpg,Animals,Animals,0.9993,True
_Field Pontal 2_BM-013_3_DSCF0335.jpg,Animals,Animals,0.9981,True
_Field Pontal 2_BM-013_3_DSCF0360.jpg,Animals,Animals,0.9924,True
_Field Pontal 2_BM-013_3_DSCF0362.jpg,Animals,Animals,0.9906,True
_Field Pontal 2_BM-013_3_DSCF0364.jpg,Animals,Animals,0.9985,True
_Field Pontal 2_BM-013_3_DSCF0370.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-013_3_DSCF0393.jpg,Animals,Animals,0.9999,True
_Field Pontal 2_BM-013_3_DSCF0417.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-013_3_DSCF0424.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-013_3_DSCF0425.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-013_3_DSCF0441.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-013_3_DSCF0444.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-013_3_DSCF0448.jpg,Animals,Animals,0.9998,True
_Field Pontal 2_BM-013_3_DSCF0451.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-013_3_DSCF0460.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-013_3_DSCF0473.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-013_3_DSCF0484.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-013_3_DSCF0497.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-013_3_DSCF0498.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-013_3_DSCF0501.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-013_3_DSCF0531.jpg,Animals,Animals,0.9999,True
_Field Pontal 2_BM-013_3_DSCF0560.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-013_3_DSCF0561.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-013_3_DSCF0567.jpg,Animals,Animals,0.9989,True
_Field Pontal 2_BM-013_3_DSCF0571.jpg,Animals,Animals,0.9968,True
_Field Pontal 2_BM-013_3_DSCF0577.jpg,Animals,Animals,0.995,True
_Field Pontal 2_BM-013_3_DSCF0601.jpg,Animals,Animals,0.976,True
_Field Pontal 2_BM-021_1_DSCF0042.jpg,Animals,Animals,0.8167,True
_Field Pontal 2_BM-021_1_DSCF0055.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-021_1_DSCF0056.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-021_1_DSCF0057.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-021_1_DSCF0064.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-021_1_DSCF0067.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-021_1_DSCF0071.jpg,Animals,Animals,0.9999,True
_Field Pontal 2_BM-021_1_DSCF0072.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-021_1_DSCF0073.jpg,Animals,Animals,0.9999,True
_Field Pontal 2_BM-021_1_DSCF0081.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-021_1_DSCF0084.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-021_1_DSCF0106.jpg,Animals,Animals,0.9989,True
_Field Pontal 2_BM-021_1_DSCF0166.jpg,Animals,Animals,0.9822,True
_Field Pontal 2_BM-021_1_DSCF0171.jpg,Animals,Animals,0.9981,True
_Field Pontal 2_BM-021_1_DSCF0190.jpg,Animals,Animals,0.9977,True
_Field Pontal 2_BM-021_1_DSCF0197.jpg,Animals,Animals,0.9997,True
_Field Pontal 2_BM-021_1_DSCF0222.jpg,Animals,Animals,0.9987,True
_Field Pontal 2_BM-021_1_DSCF0234.jpg,Animals,Animals,0.9954,True
_Field Pontal 2_BM-021_1_DSCF0245.jpg,Animals,Animals,0.9997,True
_Field Pontal 2_BM-021_1_DSCF0308.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-021_1_DSCF0322.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-021_1_DSCF0331.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-021_1_DSCF0346.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-021_1_DSCF0354.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-021_1_DSCF0355.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-021_1_DSCF0358.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-021_1_DSCF0367.jpg,Animals,Animals,0.9999,True
_Field Pontal 2_BM-021_1_DSCF0368.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-021_1_DSCF0371.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-021_1_DSCF0384.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-021_1_DSCF0385.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-021_1_DSCF0400.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-021_1_DSCF0421.jpg,Animals,Animals,0.9999,True
_Field Pontal 2_BM-021_1_DSCF0438.jpg,Animals,Animals,0.7489,True
_Field Pontal 2_BM-021_1_DSCF0446.jpg,Animals,Animals,0.9999,True
_Field Pontal 2_BM-021_1_DSCF0448.jpg,Animals,Animals,0.9985,True
_Field Pontal 2_BM-021_1_DSCF0459.jpg,Animals,Animals,0.9789,True
_Field Pontal 2_BM-021_1_DSCF0470.jpg,Animals,Animals,0.9997,True
_Field Pontal 2_BM-021_1_DSCF0477.jpg,Animals,Animals,0.8496,True
_Field Pontal 2_BM-027_1_DSCF0019.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-027_1_DSCF0033.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-027_1_DSCF0059.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-027_1_DSCF0381.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-027_1_DSCF0408.jpg,Animals,Animals,0.9995,True
_Field Pontal 2_BM-027_1_DSCF0417.jpg,Animals,Animals,0.9995,True
_Field Pontal 2_BM-027_1_DSCF0433.jpg,Animals,Animals,0.9731,True
_Field Pontal 2_BM-027_1_DSCF0466.jpg,Animals,Empty,0.9467,False
_Field Pontal 2_BM-027_1_DSCF0491.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-027_1_DSCF0538.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-027_1_DSCF0547.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-027_1_DSCF0552.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-027_1_DSCF0561.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-027_1_DSCF0569.jpg,Animals,Animals,0.9982,True
_Field Pontal 2_BM-027_1_DSCF0570.jpg,Animals,Animals,0.9992,True
_Field Pontal 2_BM-027_1_DSCF0590.jpg,Animals,Animals,0.9491,True
_Field Pontal 2_BM-027_1_DSCF0597.jpg,Animals,Animals,0.9998,True
_Field Pontal 2_BM-027_1_DSCF0616.jpg,Animals,Animals,0.9954,True
_Field Pontal 2_BM-027_1_DSCF0734.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-033_1_DSCF0058.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-033_1_DSCF0089.jpg,Animals,Animals,0.9517,True
_Field Pontal 2_BM-033_2_DSCF0009.jpg,Animals,Animals,0.9986,True
_Field Pontal 2_BM-033_2_DSCF0024.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-033_2_DSCF0025.jpg,Animals,Animals,0.9988,True
_Field Pontal 2_BM-033_2_DSCF0026.jpg,Animals,Animals,0.996,True
_Field Pontal 2_BM-033_2_DSCF0030.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-033_2_DSCF0033.jpg,Animals,Animals,0.9998,True
_Field Pontal 2_BM-033_2_DSCF0068.jpg,Animals,Animals,0.9976,True
_Field Pontal 2_BM-033_2_DSCF0086.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-033_2_DSCF0095.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-033_2_DSCF0108.jpg,Animals,Animals,0.9082,True
_Field Pontal 2_BM-033_2_DSCF0129.jpg,Animals,Animals,0.9796,True
_Field Pontal 2_BM-033_2_DSCF0130.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-033_2_DSCF0132.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-033_2_DSCF0135.jpg,Animals,Animals,0.9996,True
_Field Pontal 2_BM-033_2_DSCF0144.jpg,Animals,Animals,0.996,True
_Field Pontal 2_BM-033_2_DSCF0148.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-033_2_DSCF0154.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-033_2_DSCF0157.jpg,Animals,Animals,0.9994,True
_Field Pontal 2_BM-033_2_DSCF0175.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-033_2_DSCF0183.jpg,Animals,Animals,0.9997,True
_Field Pontal 2_BM-033_2_DSCF0216.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-033_2_DSCF0243.jpg,Animals,Animals,0.9995,True
_Field Pontal 2_BM-033_2_DSCF0248.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-033_2_DSCF0298.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-033_2_DSCF0300.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-033_2_DSCF0306.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-033_3_DSCF0065.jpg,Animals,Animals,0.9943,True
_Field Pontal 2_BM-033_3_DSCF0072.jpg,Animals,Animals,0.949,True
_Field Pontal 2_BM-033_3_DSCF0087.jpg,Animals,Animals,0.9964,True
_Field Pontal 2_BM-033_3_DSCF0088.jpg,Animals,Animals,0.9989,True
_Field Pontal 2_BM-033_3_DSCF0099.jpg,Animals,Animals,0.9998,True
_Field Pontal 2_BM-033_3_DSCF0123.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-033_3_DSCF0138.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-033_3_DSCF0173.jpg,Animals,Animals,0.9999,True
_Field Pontal 2_BM-033_3_DSCF0180.jpg,Animals,Animals,0.9999,True
_Field Pontal 2_BM-033_3_DSCF0214.jpg,Animals,Animals,0.9956,True
_Field Pontal 2_BM-033_3_DSCF0226.jpg,Animals,Empty,0.9824,False
_Field Pontal 2_BM-033_3_DSCF0248.jpg,Animals,Animals,0.9755,True
_Field Pontal 2_BM-033_3_DSCF0256.jpg,Animals,Animals,0.9996,True
_Field Pontal 2_BM-033_3_DSCF0278.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-033_3_DSCF0279.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-033_3_DSCF0286.jpg,Animals,Animals,0.9993,True
_Field Pontal 2_BM-033_3_DSCF0295.jpg,Animals,Empty,0.8709,False
_Field Pontal 2_BM-033_3_DSCF0323.jpg,Animals,Animals,0.9992,True
_Field Pontal 2_BM-033_3_DSCF0324.jpg,Animals,Animals,0.9996,True
_Field Pontal 2_BM-033_3_DSCF0333.jpg,Animals,Animals,0.9976,True
_Field Pontal 2_BM-033_3_DSCF0340.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-033_3_DSCF0356.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-033_3_DSCF0363.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-033_3_DSCF0366.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-033_3_DSCF0370.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-033_3_DSCF0382.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-033_3_DSCF0390.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-033_3_DSCF0396.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-033_3_DSCF0420.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-033_3_DSCF0425.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-033_3_DSCF0426.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-033_3_DSCF0429.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-033_3_DSCF0431.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-033_3_DSCF0446.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-033_3_DSCF0447.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-033_3_DSCF0448.jpg,Animals,Animals,0.9995,True
_Field Pontal 2_BM-033_3_DSCF0477.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-033_3_DSCF0512.jpg,Animals,Animals,0.9992,True
_Field Pontal 2_BM-033_3_DSCF0513.jpg,Animals,Animals,0.9993,True
_Field Pontal 2_BM-033_3_DSCF0530.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-033_3_DSCF0533.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-033_3_DSCF0534.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-033_3_DSCF0536.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-040_3_DSCF0041.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-040_3_DSCF0042.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-040_3_DSCF0055.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-040_3_DSCF0066.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-040_3_DSCF0071.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-040_3_DSCF0078.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-040_3_DSCF0087.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-040_3_DSCF0090.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-040_3_DSCF0096.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-040_3_DSCF0105.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-040_3_DSCF0107.jpg,Animals,Animals,0.9862,True
_Field Pontal 2_BM-040_3_DSCF0112.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-040_3_DSCF0113.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-040_3_DSCF0114.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-040_3_DSCF0115.jpg,Animals,Animals,0.9999,True
_Field Pontal 2_BM-040_3_DSCF0116.jpg,Animals,Animals,0.9998,True
_Field Pontal 2_BM-040_3_DSCF0118.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-040_3_DSCF0123.jpg,Animals,Animals,0.9954,True
_Field Pontal 2_BM-040_3_DSCF0131.jpg,Animals,Animals,0.9996,True
_Field Pontal 2_BM-040_3_DSCF0134.jpg,Animals,Animals,0.9896,True
_Field Pontal 2_BM-040_3_DSCF0143.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-040_3_DSCF0154.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-040_3_DSCF0155.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-040_3_DSCF0156.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-040_3_DSCF0168.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-040_3_DSCF0169.jpg,Animals,Animals,0.9999,True
_Field Pontal 2_BM-040_3_DSCF0173.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-040_3_DSCF0175.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-040_3_DSCF0176.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-040_3_DSCF0177.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-040_3_DSCF0180.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-040_3_DSCF0193.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-040_3_DSCF0194.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-040_3_DSCF0201.jpg,Animals,Animals,0.851,True
_Field Pontal 2_BM-040_3_DSCF0209.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-040_3_DSCF0213.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-040_3_DSCF0250.jpg,Animals,Animals,0.9997,True
_Field Pontal 2_BM-040_3_DSCF0273.jpg,Animals,Animals,0.993,True
_Field Pontal 2_BM-040_3_DSCF0278.jpg,Animals,Animals,0.6364,True
_Field Pontal 2_BM-040_3_DSCF0283.jpg,Animals,Animals,0.7604,True
_Field Pontal 2_BM-040_3_DSCF0324.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-040_3_DSCF0328.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-040_3_DSCF0336.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-040_3_DSCF0347.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-040_3_DSCF0360.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-040_3_DSCF0367.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-040_3_DSCF0369.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-040_3_DSCF0371.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-040_3_DSCF0372.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-040_3_DSCF0376.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-040_3_DSCF0377.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-040_3_DSCF0384.jpg,Animals,Animals,1.0,True
_Field Pontal 2_BM-040_3_DSCF0385.jpg,Animals,Animals,1.0,True
_Field Pontal 3_BM-023_1_DSCF0018.jpg,Animals,Animals,1.0,True
_Field Pontal 3_BM-023_1_DSCF0034.jpg,Animals,Animals,0.9997,True
_Field Pontal 3_BM-023_1_DSCF0051.jpg,Animals,Animals,1.0,True
_Field Pontal 3_BM-023_1_DSCF0064.jpg,Animals,Animals,0.9999,True
_Field Pontal 3_BM-023_1_DSCF0084.jpg,Animals,Animals,0.9999,True
_Field Pontal 3_BM-023_1_DSCF0098.jpg,Animals,Animals,1.0,True
_Field Pontal 3_BM-023_1_DSCF0100.jpg,Animals,Animals,1.0,True
_Field Pontal 3_BM-023_1_DSCF0106.jpg,Animals,Animals,0.9999,True
_Field Pontal 3_BM-023_1_DSCF0131.jpg,Animals,Animals,0.9977,True
_Field Pontal 3_BM-023_1_DSCF0140.jpg,Animals,Animals,0.9977,True
_Field Pontal 3_BM-023_1_DSCF0172.jpg,Animals,Animals,0.9871,True
_Field Pontal 3_BM-023_1_DSCF0178.jpg,Animals,Animals,0.9965,True
_Field Pontal 3_BM-038_1_DSCF0065.jpg,Animals,Animals,1.0,True
_Field Pontal 3_BM-038_1_DSCF0071.jpg,Animals,Animals,1.0,True
_Field Pontal 3_BM-038_1_DSCF0106.jpg,Animals,Animals,0.9998,True
_Field Pontal 3_BM-038_1_DSCF0108.jpg,Animals,Animals,1.0,True
_Field Pontal 3_BM-038_1_DSCF0132.jpg,Animals,Animals,0.9994,True
_Field Pontal 3_BM-038_1_DSCF0136.jpg,Animals,Animals,1.0,True
_Field Pontal 3_BM-038_1_DSCF0155.jpg,Animals,Animals,1.0,True
_Field Pontal 3_BM-038_1_DSCF0170.jpg,Animals,Animals,1.0,True
_Field Pontal 3_BM-038_1_DSCF0176.jpg,Animals,Animals,1.0,True
_Field Pontal 3_BM-038_1_DSCF0181.jpg,Animals,Animals,0.9994,True
_Field Pontal 3_BM-038_1_DSCF0182.jpg,Animals,Animals,0.9999,True
_Field Pontal 3_BM-038_1_DSCF0185.jpg,Animals,Animals,1.0,True
_Field Pontal 3_BM-038_1_DSCF0198.jpg,Animals,Animals,0.9999,True
_Field Pontal 3_BM-038_1_DSCF0203.jpg,Animals,Animals,0.9998,True
_Field Pontal 3_BM-038_1_DSCF0210.jpg,Animals,Animals,1.0,True
_Field Pontal 3_BM-038_1_DSCF0223.jpg,Animals,Animals,1.0,True
_Field Pontal 3_BM-038_1_DSCF0236.jpg,Animals,Animals,0.9999,True
_Field Pontal 3_BM-038_1_DSCF0239.jpg,Animals,Animals,1.0,True
_Field Pontal 3_BM-039_1_DSCF0010.jpg,Animals,Animals,1.0,True
_Field Pontal 3_BM-039_1_DSCF0012.jpg,Animals,Animals,1.0,True
_Field Pontal 3_BM-039_1_DSCF0014.jpg,Animals,Animals,1.0,True
_Field Pontal 3_BM-039_1_DSCF0042.jpg,Animals,Animals,1.0,True
_Field Pontal 3_BM-039_1_DSCF0047.jpg,Animals,Animals,1.0,True
_Field Pontal 3_BM-039_1_DSCF0049.jpg,Animals,Animals,0.9995,True
_Field Pontal 3_BM-039_1_DSCF0050.jpg,Animals,Animals,0.9996,True
_Field Pontal 3_BM-039_1_DSCF0056.jpg,Animals,Animals,0.9954,True
_Field Rosetto 01_BM-213_1_DSCF0080.jpg,Animals,Animals,1.0,True
_Field Rosetto 01_BM-213_1_DSCF0088.jpg,Animals,Animals,0.9991,True
_Field Rosetto 01_BM-213_1_DSCF0107.jpg,Animals,Animals,0.9999,True
_Field Rosetto 01_BM-213_1_DSCF0124.jpg,Animals,Animals,0.9999,True
_Field Rosetto 01_BM-213_1_DSCF0130.jpg,Animals,Animals,0.9987,True
_Field Rosetto 01_BM-221_1_DSCF0019.jpg,Animals,Animals,1.0,True
_Field Rosetto 01_BM-221_1_DSCF0020.jpg,Animals,Animals,1.0,True
_Field Rosetto 01_BM-221_1_DSCF0021.jpg,Animals,Animals,1.0,True
_Field Rosetto 01_BM-221_1_DSCF0022.jpg,Animals,Animals,1.0,True
_Field Rosetto 01_BM-221_1_DSCF0040.jpg,Animals,Animals,0.9997,True
_Field Rosetto 01_BM-221_1_DSCF0045.jpg,Animals,Animals,0.9731,True
_Field Rosetto 01_BM-221_1_DSCF0064.jpg,Animals,Animals,1.0,True
_Field Rosetto 01_BM-221_1_DSCF0094.jpg,Animals,Animals,1.0,True
_Field Rosetto 01_BM-221_1_DSCF0117.jpg,Animals,Animals,1.0,True
