Image,TrueClass,PredictedClass,Confidence,Correct
_Field Rovina 02_BM-090_3_DSCF0414.jpg,Animals,Animals,0.9797,True
_Field Rovina 02_BM-090_3_DSCF0425.jpg,Animals,Animals,0.9979,True
_Field Rovina 02_BM-090_3_DSCF0436.jpg,Animals,Animals,0.995,True
_Field Rovina 02_BM-090_3_DSCF0437.jpg,Animals,Animals,0.9963,True
_Field Rovina 02_BM-090_3_DSCF0438.jpg,Animals,Animals,0.9925,True
_Field Rovina 02_BM-090_3_DSCF0440.jpg,Animals,Animals,0.9945,True
_Field Rovina 02_BM-090_3_DSCF0456.jpg,Animals,Animals,0.9971,True
_Field Rovina 02_BM-090_3_DSCF0473.jpg,Animals,Animals,0.9954,True
_Field Rovina 02_BM-090_3_DSCF0485.jpg,Animals,Animals,0.9988,True
_Field Rovina 02_BM-090_3_DSCF0489.jpg,Animals,Animals,0.9971,True
_Field Rovina 02_BM-090_3_DSCF0491.jpg,Animals,Animals,0.9859,True
_Field Rovina 02_BM-090_3_DSCF0493.jpg,Animals,Animals,0.988,True
_Field Rovina 02_BM-090_3_DSCF0513.jpg,Animals,Animals,0.9992,True
_Field Rovina 02_BM-090_3_DSCF0525.jpg,Animals,Animals,0.9937,True
_Field Rovina 02_BM-090_3_DSCF0536.jpg,Animals,Animals,0.9988,True
_Field Rovina 02_BM-090_3_DSCF0573.jpg,Animals,Animals,0.9642,True
_Field Rovina 02_BM-090_3_DSCF0575.jpg,Animals,Animals,0.9658,True
_Field Rovina 02_BM-090_3_DSCF0606.jpg,Animals,Animals,0.827,True
_Field Rovina 02_BM-090_3_DSCF0607.jpg,Animals,Animals,0.8487,True
_Field Rovina 02_BM-090_3_DSCF0608.jpg,Animals,Animals,0.8555,True
_Field Rovina 02_BM-090_3_DSCF0612.jpg,Animals,Animals,0.6745,True
_Field Rovina 02_BM-090_3_DSCF0636.jpg,Animals,Animals,0.6714,True
_Field Rovina 02_BM-090_3_DSCF0662.jpg,Animals,Animals,0.9806,True
_Field Rovina 02_BM-090_3_DSCF0663.jpg,Animals,Animals,0.9806,True
_Field Rovina 02_BM-090_3_DSCF0704.jpg,Animals,Animals,0.8561,True
_Field Rovina 02_BM-090_3_DSCF0709.jpg,Animals,Animals,0.9339,True
_Field Rovina 02_BM-090_3_DSCF0735.jpg,Animals,Animals,0.9665,True
_Field Rovina 02_BM-090_3_DSCF0742.jpg,Animals,Animals,0.8246,True
_Field Rovina 02_BM-090_3_DSCF0743.jpg,Animals,Animals,0.8709,True
_Field Rovina 02_BM-090_3_DSCF0744.jpg,Animals,Animals,0.873,True
_Field Rovina 02_BM-090_3_DSCF0748.jpg,Animals,Animals,0.6517,True
_Field Rovina 02_BM-090_3_DSCF0751.jpg,Animals,Animals,0.9945,True
_Field Rovina 02_BM-090_3_DSCF0752.jpg,Animals,Animals,0.9865,True
_Field Rovina 02_BM-090_3_DSCF0759.jpg,Animals,Animals,0.9682,True
_Field Rovina 02_BM-090_3_DSCF0762.jpg,Animals,Animals,0.9054,True
_Field Rovina 02_BM-090_3_DSCF0763.jpg,Animals,Animals,0.8499,True
_Field Rovina 02_BM-090_3_DSCF0766.jpg,Animals,Animals,0.8705,True
_Field Rovina 02_BM-090_3_DSCF0767.jpg,Animals,Animals,0.8899,True
_Field Rovina 02_BM-090_3_DSCF0768.jpg,Animals,Animals,0.8677,True
_Field Rovina 02_BM-090_3_DSCF0777.jpg,Animals,Animals,0.9586,True
_Field Rovina 02_BM-090_3_DSCF0779.jpg,Animals,Animals,0.9654,True
_Field Rovina 02_BM-090_3_DSCF0782.jpg,Animals,Animals,0.9246,True
_Field Rovina 02_BM-090_3_DSCF0783.jpg,Animals,Animals,0.9003,True
_Field Rovina 02_BM-090_3_DSCF0794.jpg,Animals,Animals,0.7935,True
_Field Rovina 02_BM-090_3_DSCF0798.jpg,Animals,Animals,0.7071,True
_Field Rovina 02_BM-090_3_DSCF0809.jpg,Animals,Animals,0.6901,True
_Field Rovina 02_BM-090_3_DSCF0814.jpg,Animals,Animals,0.913,True
_Field Rovina 02_BM-090_3_DSCF0818.jpg,Animals,Animals,0.7905,True
_Field Rovina 02_BM-090_3_DSCF0845.jpg,Animals,Animals,0.9827,True
_Field Rovina 02_BM-090_3_DSCF0856.jpg,Animals,Animals,0.9591,True
_Field Rovina 02_BM-090_3_DSCF0861.jpg,Animals,Animals,0.9491,True
_Field Rovina 02_BM-090_3_DSCF0863.jpg,Animals,Animals,0.9268,True
_Field Rovina 02_BM-090_3_DSCF0864.jpg,Animals,Animals,0.9359,True
_Field Rovina 02_BM-090_3_DSCF0867.jpg,Animals,Animals,0.9512,True
_Field Rovina 02_BM-090_3_DSCF0869.jpg,Animals,Animals,0.9669,True
_Field Rovina 02_BM-090_3_DSCF0871.jpg,Animals,Animals,0.8342,True
_Field Rovina 02_BM-090_3_DSCF0880.jpg,Animals,Animals,0.9277,True
_Field Rovina 02_BM-090_3_DSCF0886.jpg,Animals,Animals,0.9723,True
_Field Rovina 02_BM-090_3_DSCF0893.jpg,Animals,Animals,0.9308,True
_Field Rovina 02_BM-090_3_DSCF0894.jpg,Animals,Animals,0.9454,True
_Field Rovina 02_BM-090_3_DSCF0898.jpg,Animals,Animals,0.873,True
_Field Rovina 02_BM-090_3_DSCF0906.jpg,Animals,Animals,0.9688,True
_Field Rovina 02_BM-090_3_DSCF0912.jpg,Animals,Animals,0.9847,True
_Field Rovina 02_BM-090_3_DSCF0948.jpg,Animals,Animals,0.9318,True
_Field Rovina 02_BM-090_3_DSCF0953.jpg,Animals,Animals,0.8218,True
_Field Rovina 02_BM-090_3_DSCF0957.jpg,Animals,Animals,0.8207,True
_Field Rovina 02_BM-090_3_DSCF0959.jpg,Animals,Animals,0.8681,True
_Field Rovina 02_BM-090_3_DSCF0992.jpg,Animals,Animals,0.985,True
_Field Rovina 02_BM-090_3_DSCF0993.jpg,Animals,Animals,0.9757,True
_Field Rovina 02_BM-090_3_DSCF1007.jpg,Animals,Animals,0.9621,True
_Field Rovina 02_BM-090_3_DSCF1009.jpg,Animals,Animals,0.9631,True
_Field Rovina 02_BM-090_3_DSCF1011.jpg,Animals,Animals,0.9638,True
_Field Rovina 02_BM-090_3_DSCF1016.jpg,Animals,Animals,0.9546,True
_Field Rovina 02_BM-090_3_DSCF1026.jpg,Animals,Animals,0.9134,True
_Field Rovina 02_BM-090_3_DSCF1030.jpg,Animals,Animals,0.9159,True
_Field Rovina 02_BM-090_3_DSCF1033.jpg,Animals,Animals,0.9924,True
_Field Rovina 02_BM-090_3_DSCF1037.jpg,Animals,Animals,0.9868,True
_Field Rovina 02_BM-090_3_DSCF1051.jpg,Animals,Animals,0.9853,True
_Field Rovina 02_BM-090_3_DSCF1055.jpg,Animals,Animals,0.9774,True
_Field Rovina 02_BM-090_3_DSCF1060.jpg,Animals,Animals,0.977,True
_Field Rovina 02_BM-090_3_DSCF1076.jpg,Animals,Animals,0.9731,True
_Field Rovina 02_BM-090_3_DSCF1077.jpg,Animals,Animals,0.9717,True
_Field Rovina 02_BM-090_3_DSCF1082.jpg,Animals,Animals,0.9363,True
_Field Rovina 02_BM-090_3_DSCF1086.jpg,Animals,Animals,0.9445,True
_Field Rovina 02_BM-090_3_DSCF1091.jpg,Animals,Animals,0.9645,True
_Field Rovina 02_BM-090_3_DSCF1132.jpg,Animals,Animals,0.9998,True
_Field Rovina 02_BM-090_3_DSCF1175.jpg,Animals,Animals,0.9975,True
_Field Rovina 02_BM-090_3_DSCF1182.jpg,Animals,Animals,0.993,True
_Field Rovina 02_BM-090_3_DSCF1190.jpg,Animals,Animals,0.9962,True
_Field Rovina 02_BM-090_3_DSCF1192.jpg,Animals,Animals,0.9982,True
_Field Rovina 02_BM-090_3_DSCF1226.jpg,Animals,Animals,0.987,True
_Field Rovina 02_BM-090_3_DSCF1227.jpg,Animals,Animals,0.971,True
_Field Rovina 02_BM-090_3_DSCF1233.jpg,Animals,Animals,0.9664,True
_Field Rovina 02_BM-090_3_DSCF1234.jpg,Animals,Animals,0.9755,True
_Field Rovina 02_BM-090_3_DSCF1237.jpg,Animals,Animals,0.9899,True
_Field Rovina 02_BM-090_3_DSCF1245.jpg,Animals,Animals,0.9415,True
_Field Rovina 02_BM-092_1_DSCF0050.jpg,Animals,Animals,0.9661,True
_Field Rovina 02_BM-092_1_DSCF0058.jpg,Animals,Animals,0.9672,True
_Field Rovina 02_BM-092_1_DSCF0062.jpg,Animals,Insects,0.5152,False
_Field Rovina 02_BM-092_1_DSCF0186.jpg,Animals,Animals,0.9977,True
_Field Rovina 02_BM-092_1_DSCF0193.jpg,Animals,Animals,0.9936,True
_Field Rovina 02_BM-092_1_DSCF0199.jpg,Animals,Animals,0.9812,True
_Field Rovina 02_BM-092_1_DSCF0201.jpg,Animals,Animals,0.9666,True
_Field Rovina 02_BM-092_1_DSCF0209.jpg,Animals,Animals,0.9851,True
_Field Rovina 02_BM-092_1_DSCF0216.jpg,Animals,Animals,0.9968,True
_Field Rovina 02_BM-093_1_DSCF0035.jpg,Animals,Animals,0.9895,True
_Field Rovina 02_BM-093_1_DSCF0046.jpg,Animals,Animals,0.9857,True
_Field Rovina 02_BM-093_1_DSCF0047.jpg,Animals,Animals,0.9841,True
_Field Rovina 02_BM-093_1_DSCF0048.jpg,Animals,Animals,0.9825,True
_Field Rovina 02_BM-093_1_DSCF0075.jpg,Animals,Animals,0.9673,True
_Field Rovina 02_BM-093_1_DSCF0082.jpg,Animals,Animals,0.9624,True
_Field Rovina 02_BM-093_1_DSCF0083.jpg,Animals,Animals,0.972,True
_Field Rovina 02_BM-093_1_DSCF0092.jpg,Animals,Animals,0.9814,True
_Field Rovina 02_BM-093_1_DSCF0094.jpg,Animals,Animals,0.9858,True
_Field Rovina 02_BM-093_1_DSCF0097.jpg,Animals,Animals,0.9879,True
_Field Rovina 02_BM-093_1_DSCF0110.jpg,Animals,Animals,0.992,True
_Field Rovina 02_BM-093_1_DSCF0116.jpg,Animals,Animals,0.9779,True
_Field Rovina 02_BM-093_1_DSCF0126.jpg,Animals,Animals,0.9846,True
_Field Rovina 02_BM-093_1_DSCF0127.jpg,Animals,Animals,0.9877,True
_Field Rovina 02_BM-093_1_DSCF0143.jpg,Animals,Animals,0.9954,True
_Field Rovina 02_BM-093_1_DSCF0151.jpg,Animals,Animals,0.9969,True
_Field Rovina 02_BM-093_1_DSCF0152.jpg,Animals,Animals,0.9967,True
_Field Rovina 02_BM-093_1_DSCF0153.jpg,Animals,Animals,0.9966,True
_Field Rovina 02_BM-093_1_DSCF0156.jpg,Animals,Animals,0.9959,True
_Field Rovina 02_BM-093_1_DSCF0159.jpg,Animals,Animals,0.9932,True
_Field Rovina 02_BM-093_1_DSCF0195.jpg,Animals,Animals,0.9873,True
_Field Rovina 02_BM-093_1_DSCF0230.jpg,Animals,Animals,0.9484,True
_Field Rovina 02_BM-093_1_DSCF0236.jpg,Animals,Animals,0.948,True
_Field Rovina 02_BM-093_1_DSCF0239.jpg,Animals,Animals,0.9315,True
_Field Rovina 02_BM-093_1_DSCF0251.jpg,Animals,Animals,0.9787,True
_Field Rovina 02_BM-093_1_DSCF0277.jpg,Animals,Animals,0.9808,True
_Field Rovina 02_BM-093_1_DSCF0284.jpg,Animals,Animals,0.9574,True
_Field Rovina 02_BM-093_1_DSCF0334.jpg,Animals,Animals,0.9879,True
_Field Rovina 02_BM-093_1_DSCF0373.jpg,Animals,Animals,0.9506,True
_Field Rovina 02_BM-093_1_DSCF0377.jpg,Animals,Animals,0.9871,True
_Field Rovina 02_BM-093_1_DSCF0384.jpg,Animals,Animals,0.9933,True
_Field Rovina 02_BM-093_1_DSCF0401.jpg,Animals,Animals,0.9729,True
_Field Rovina 02_BM-093_1_DSCF0404.jpg,Animals,Animals,0.9735,True
_Field Rovina 02_BM-093_1_DSCF0405.jpg,Animals,Animals,0.972,True
_Field Rovina 02_BM-093_1_DSCF0441.jpg,Animals,Animals,0.9654,True
_Field Rovina 02_BM-093_1_DSCF0460.jpg,Animals,Animals,0.9663,True
_Field Rovina 02_BM-093_1_DSCF0485.jpg,Animals,Animals,0.9632,True
_Field Rovina 02_BM-093_1_DSCF0494.jpg,Animals,Animals,0.9834,True
_Field Rovina 02_BM-093_1_DSCF0509.jpg,Animals,Animals,0.986,True
_Field Rovina 02_BM-093_1_DSCF0517.jpg,Animals,Animals,0.9898,True
_Field Rovina 02_BM-093_1_DSCF0530.jpg,Animals,Animals,0.9556,True
_Field Rovina 02_BM-093_1_DSCF0533.jpg,Animals,Animals,0.9665,True
_Field Rovina 02_BM-093_1_DSCF0534.jpg,Animals,Animals,0.9534,True
_Field Rovina 02_BM-093_1_DSCF0547.jpg,Animals,Animals,0.951,True
_Field Rovina 02_BM-093_1_DSCF0552.jpg,Animals,Animals,0.9629,True
_Field Rovina 02_BM-093_1_DSCF0572.jpg,Animals,Animals,0.9804,True
_Field Rovina 02_BM-093_1_DSCF0578.jpg,Animals,Animals,0.9702,True
_Field Rovina 02_BM-093_1_DSCF0586.jpg,Animals,Animals,0.9611,True
_Field Rovina 02_BM-093_1_DSCF0630.jpg,Animals,Animals,0.9651,True
_Field Rovina 02_BM-093_1_DSCF0631.jpg,Animals,Animals,0.9721,True
_Field Rovina 02_BM-093_1_DSCF0641.jpg,Animals,Animals,0.9828,True
_Field Rovina 02_BM-093_1_DSCF0644.jpg,Animals,Animals,0.9633,True
_Field Rovina 02_BM-093_1_DSCF0646.jpg,Animals,Animals,0.9757,True
_Field Rovina 02_BM-093_1_DSCF0658.jpg,Animals,Animals,0.9379,True
_Field Rovina 02_BM-093_1_DSCF0665.jpg,Animals,Animals,0.86,True
_Field Rovina 02_BM-093_1_DSCF0693.jpg,Animals,Animals,0.9737,True
_Field Rovina 02_BM-093_1_DSCF0721.jpg,Animals,Animals,0.9927,True
_Field Rovina 02_BM-093_1_DSCF0763.jpg,Animals,Animals,0.9867,True
_Field Rovina 02_BM-093_1_DSCF0788.jpg,Animals,Animals,0.9805,True
_Field Rovina 02_BM-093_1_DSCF0824.jpg,Animals,Animals,0.9053,True
_Field Rovina 02_BM-093_1_DSCF0825.jpg,Animals,Animals,0.9083,True
_Field Rovina 02_BM-093_2_DSCF0050.jpg,Animals,Animals,0.9664,True
_Field Rovina 02_BM-093_2_DSCF0056.jpg,Animals,Animals,0.9731,True
_Field Rovina 02_BM-093_2_DSCF0072.jpg,Animals,Animals,0.9997,True
_Field Rovina 02_BM-093_2_DSCF0074.jpg,Animals,Animals,0.9995,True
_Field Rovina 02_BM-093_2_DSCF0075.jpg,Animals,Animals,0.9991,True
_Field Rovina 02_BM-093_2_DSCF0076.jpg,Animals,Animals,0.9766,True
_Field Rovina 02_BM-093_2_DSCF0081.jpg,Animals,Animals,0.9998,True
_Field Rovina 02_BM-115_1_DSCF0142.jpg,Animals,Animals,0.9991,True
_Field Rovina 02_BM-115_1_DSCF0765.jpg,Animals,Animals,0.5399,True
_Field Rovina 02_BM-115_1_DSCF0774.jpg,Animals,Animals,0.492,True
_Field Rovina 02_BM-115_2_DSCF0062.jpg,Animals,Animals,0.8624,True
_Field Rovina 02_BM-115_2_DSCF0063.jpg,Animals,Animals,0.8736,True
_Field Rovina 02_BM-115_2_DSCF0067.jpg,Animals,Animals,0.7935,True
_Field Rovina 02_BM-115_2_DSCF0109.jpg,Animals,Insects,0.7585,False
_Field Rovina 02_BM-115_2_DSCF0111.jpg,Animals,Insects,0.7701,False
_Field Rovina 02_BM-115_2_DSCF0139.jpg,Animals,Animals,0.9396,True
_Field Rovina 02_BM-115_2_DSCF0140.jpg,Animals,Animals,0.7638,True
_Field Rovina 02_BM-115_2_DSCF0147.jpg,Animals,Animals,0.8811,True
_Field Rovina 02_BM-115_2_DSCF0149.jpg,Animals,Animals,0.6305,True
_Field Rovina 02_BM-115_2_DSCF0165.jpg,Animals,Animals,0.9345,True
_Field Rovina 02_BM-115_2_DSCF0167.jpg,Animals,Animals,0.9056,True
_Field Rovina 02_BM-115_2_DSCF0170.jpg,Animals,Animals,0.9961,True
_Field Rovina 02_BM-115_2_DSCF0171.jpg,Animals,Animals,0.9809,True
_Field Rovina 02_BM-115_2_DSCF0176.jpg,Animals,Animals,0.909,True
_Field Rovina 02_BM-115_2_DSCF0184.jpg,Animals,Animals,0.9351,True
_Field Rovina 02_BM-115_2_DSCF0190.jpg,Animals,Animals,0.6044,True
_Field Rovina 02_BM-115_2_DSCF0203.jpg,Animals,Animals,0.9823,True
_Field Rovina 02_BM-115_2_DSCF0226.jpg,Animals,Animals,0.9613,True
_Field Rovina 02_BM-115_2_DSCF0229.jpg,Animals,Animals,0.9865,True
_Field Rovina 02_BM-115_2_DSCF0236.jpg,Animals,Animals,0.8579,True
_Field Rovina 02_BM-115_2_DSCF0239.jpg,Animals,Animals,0.939,True
_Field Rovina 02_BM-115_2_DSCF0247.jpg,Animals,Animals,0.9016,True
_Field Rovina 02_BM-115_2_DSCF0254.jpg,Animals,Animals,0.8577,True
_Field Rovina 02_BM-115_2_DSCF0257.jpg,Animals,Animals,0.9656,True
_Field Rovina 02_BM-115_2_DSCF0262.jpg,Animals,Animals,0.8857,True
_Field Rovina 02_BM-115_2_DSCF0268.jpg,Animals,Animals,0.7762,True
_Field Rovina 02_BM-115_2_DSCF0286.jpg,Animals,Animals,0.8836,True
_Field Rovina 02_BM-115_2_DSCF0300.jpg,Animals,Animals,0.6552,True
_Field Rovina 02_BM-115_2_DSCF0303.jpg,Animals,Animals,0.9498,True
_Field Rovina 02_BM-115_2_DSCF0318.jpg,Animals,Animals,0.9306,True
_Field Rovina 02_BM-115_2_DSCF0320.jpg,Animals,Animals,0.9236,True
_Field Rovina 02_BM-115_2_DSCF0324.jpg,Animals,Animals,0.9673,True
_Field Rovina 02_BM-115_2_DSCF0326.jpg,Animals,Animals,0.8779,True
_Field Rovina 02_BM-115_2_DSCF0335.jpg,Animals,Animals,0.8874,True
_Field Rovina 02_BM-115_2_DSCF0343.jpg,Animals,Animals,0.8794,True
_Field Rovina 02_BM-115_2_DSCF0344.jpg,Animals,Animals,0.8239,True
_Field Rovina 02_BM-115_2_DSCF0345.jpg,Animals,Animals,0.7627,True
_Field Rovina 02_BM-115_2_DSCF0348.jpg,Animals,Animals,0.9706,True
_Field Rovina 02_BM-115_2_DSCF0352.jpg,Animals,Animals,0.9811,True
_Field Rovina 02_BM-115_2_DSCF0367.jpg,Animals,Animals,0.9823,True
_Field Rovina 02_BM-115_2_DSCF0368.jpg,Animals,Animals,0.9855,True
_Field Rovina 02_BM-115_2_DSCF0376.jpg,Animals,Animals,0.9916,True
_Field Rovina 02_BM-115_2_DSCF0378.jpg,Animals,Animals,0.991,True
_Field Rovina 02_BM-115_2_DSCF0379.jpg,Animals,Animals,0.9819,True
_Field Rovina 02_BM-115_2_DSCF0424.jpg,Animals,Animals,0.6592,True
_Field Rovina 02_BM-115_2_DSCF0434.jpg,Animals,Animals,0.8481,True
_Field Rovina 02_BM-115_2_DSCF0437.jpg,Animals,Animals,0.3993,True
_Field Rovina 02_BM-115_2_DSCF0463.jpg,Animals,Animals,0.9033,True
_Field Rovina 02_BM-115_2_DSCF0466.jpg,Animals,Animals,0.9562,True
_Field Rovina 02_BM-115_2_DSCF0470.jpg,Animals,Animals,0.8835,True
_Field Rovina 02_BM-115_2_DSCF0491.jpg,Animals,Animals,0.9216,True
_Field Rovina 02_BM-115_2_DSCF0515.jpg,Animals,Animals,0.9651,True
_Field Rovina 02_BM-115_2_DSCF0527.jpg,Animals,Animals,0.991,True
_Field Rovina 02_BM-115_2_DSCF0528.jpg,Animals,Animals,0.9904,True
_Field Rovina 02_BM-115_2_DSCF0529.jpg,Animals,Animals,0.9908,True
_Field Rovina 02_BM-115_2_DSCF0532.jpg,Animals,Animals,0.9908,True
_Field Rovina 02_BM-115_2_DSCF0557.jpg,Animals,Animals,0.9806,True
_Field Rovina 02_BM-115_2_DSCF0582.jpg,Animals,Animals,0.9998,True
_Field Rovina 02_BM-115_2_DSCF0590.jpg,Animals,Animals,0.7978,True
_Field Rovina 02_BM-115_2_DSCF0594.jpg,Animals,Animals,0.8178,True
_Field Rovina 02_BM-115_2_DSCF0616.jpg,Animals,Animals,0.8039,True
_Field Rovina 02_BM-115_2_DSCF0632.jpg,Animals,Animals,0.975,True
_Field Rovina 02_BM-202_1_DSCF0026.jpg,Animals,Animals,0.4792,True
_Field Rovina 02_BM-202_1_DSCF0032.jpg,Animals,Animals,0.9207,True
_Field Rovina 02_BM-202_1_DSCF0035.jpg,Animals,Animals,0.6635,True
_Field Rovina 02_BM-202_1_DSCF0036.jpg,Animals,Animals,0.5308,True
_Field Rovina 02_BM-202_1_DSCF0038.jpg,Animals,Animals,0.8872,True
_Field Rovina 02_BM-202_1_DSCF0052.jpg,Animals,Animals,0.6019,True
_Field Rovina 02_BM-202_1_DSCF0057.jpg,Animals,Animals,0.7806,True
_Field Rovina 02_BM-202_1_DSCF0090.jpg,Animals,Animals,0.9885,True
_Field Santa Isabel 1_BM-162_1_DSCF0027.jpg,Animals,Animals,0.984,True
_Field Santa Isabel 1_BM-162_1_DSCF0034.jpg,Animals,Insects,0.5095,False
_Field Santa Isabel 1_BM-162_1_DSCF0047.jpg,Animals,Animals,0.9801,True
_Field Santa Isabel 1_BM-162_1_DSCF0065.jpg,Animals,Insects,0.7192,False
_Field Santa Isabel 1_BM-162_1_DSCF0069.jpg,Animals,Animals,0.848,True
_Field Santa Isabel 1_BM-195_1_DSCF0009.jpg,Animals,Animals,0.9986,True
_Field Santa Isabel 1_BM-202_1_DSCF0094.jpg,Animals,Empty,0.3796,False
_Field Santa Isabel 1_BM-202_1_DSCF0095.jpg,Animals,Insects,0.3803,False
_Field Santa Isabel 2_BM-130_1_DSCF0013.jpg,Animals,Animals,0.7777,True
_Field Santa Isabel 2_BM-130_1_DSCF0038.jpg,Animals,Animals,0.9538,True
_Field Santa Isabel 2_BM-130_1_DSCF0060.jpg,Animals,Animals,0.9669,True
_Field Santa Isabel 2_BM-130_1_DSCF0061.jpg,Animals,Animals,0.951,True
_Field Santa Isabel 2_BM-130_1_DSCF0067.jpg,Animals,Animals,0.9761,True
_Field Santa Isabel 2_BM-130_1_DSCF0070.jpg,Animals,Animals,0.9487,True
_Field Santa Isabel 2_BM-130_1_DSCF0112.jpg,Animals,Animals,0.991,True
_Field Santa Isabel 2_BM-130_1_DSCF0120.jpg,Animals,Animals,0.9624,True
_Field Santa Isabel 2_BM-130_1_DSCF0149.jpg,Animals,Animals,0.9013,True
_Field Santa Isabel 2_BM-130_1_DSCF0170.jpg,Animals,Animals,0.8781,True
_Field Santa Isabel 2_BM-130_1_DSCF0202.jpg,Animals,Animals,0.7719,True
_Field Santa Isabel 2_BM-130_2_DSCF0011.jpg,Animals,Animals,0.7762,True
_Field Santa Isabel 2_BM-130_2_DSCF0018.jpg,Animals,Animals,0.9151,True
_Field Santa Isabel 2_BM-130_2_DSCF0032.jpg,Animals,Animals,0.9878,True
_Field Santa Isabel 2_BM-130_2_DSCF0038.jpg,Animals,Animals,0.9721,True
_Field Santa Isabel 2_BM-130_2_DSCF0041.jpg,Animals,Animals,0.9608,True
_Field Santa Isabel 2_BM-130_2_DSCF0053.jpg,Animals,Animals,0.6292,True
_Field Santa Isabel 2_BM-130_2_DSCF0070.jpg,Animals,Animals,0.8362,True
_Field Santa Isabel 2_BM-130_2_DSCF0079.jpg,Animals,Animals,0.9702,True
_Field Santa Isabel 2_BM-130_2_DSCF0082.jpg,Animals,Animals,0.9896,True
_Field Santa Isabel 2_BM-130_2_DSCF0085.jpg,Animals,Animals,0.9917,True
_Field Santa Isabel 2_BM-130_2_DSCF0125.jpg,Animals,Animals,0.5893,True
_Field Santa Isabel 2_BM-130_2_DSCF0133.jpg,Animals,Animals,0.9255,True
_Field Santa Isabel 2_BM-130_2_DSCF0140.jpg,Animals,Animals,0.9473,True
_Field Santa Isabel 2_BM-130_2_DSCF0180.jpg,Animals,Animals,0.8787,True
_Field Santa Isabel 2_BM-130_2_DSCF0183.jpg,Animals,Animals,0.8938,True
_Field Santa Isabel 2_BM-130_2_DSCF0188.jpg,Animals,Animals,0.7672,True
_Field Santa Isabel 2_BM-130_2_DSCF0219.jpg,Animals,Animals,0.6957,True
_Field Santa Isabel 2_BM-130_2_DSCF0222.jpg,Animals,Animals,0.7248,True
_Field Santa Isabel 2_BM-130_2_DSCF0238.jpg,Animals,Animals,0.5954,True
_Field Santa Isabel 2_BM-130_2_DSCF0240.jpg,Animals,Animals,0.4203,True
_Field Santa Isabel 2_BM-130_2_DSCF0249.jpg,Animals,Animals,0.7735,True
_Field Santa Isabel 2_BM-140_1_DSCF0016.jpg,Animals,Animals,0.9418,True
_Field Santa Isabel 2_BM-140_1_DSCF0023.jpg,Animals,Animals,0.9957,True
_Field Santa Isabel 2_BM-200_1_DSCF0024.jpg,Animals,Animals,0.869,True
_Field Santa Isabel 2_BM-202_1_DSCF0010.jpg,Animals,Animals,0.9095,True
_Field Santa Isabel 2_BM-202_1_DSCF0015.jpg,Animals,Animals,0.999,True
_Field Santa Isabel 2_BM-202_1_DSCF0032.jpg,Animals,Animals,0.9991,True
_Field Santa Isabel 2_BM-202_1_DSCF0037.jpg,Animals,Animals,0.9988,True
_Field Santa Isabel 2_BM-202_1_DSCF0045.jpg,Animals,Animals,0.9997,True
_Field Santa Isabel 2_BM-202_1_DSCF0048.jpg,Animals,Animals,0.9996,True
_Field Santa Isabel 2_BM-202_1_DSCF0083.jpg,Animals,Animals,0.9984,True
_Field Santa Isabel 2_BM-202_1_DSCF0114.jpg,Animals,Animals,0.9667,True
_Field Santa Isabel 2_BM-202_1_DSCF0116.jpg,Animals,Animals,0.9992,True
_Field Santa Isabel 2_BM-202_1_DSCF0126.jpg,Animals,Animals,0.9995,True
_Field Santa Isabel 2_BM-202_1_DSCF0141.jpg,Animals,Animals,0.9992,True
_Field Santa Isabel 2_BM-202_1_DSCF0148.jpg,Animals,Animals,0.9998,True
_Field Santa Isabel 2_BM-202_1_DSCF0149.jpg,Animals,Animals,0.9998,True
_Field Santa Isabel 2_BM-202_1_DSCF0150.jpg,Animals,Animals,0.9997,True
_Field Santa Isabel 2_BM-202_1_DSCF0157.jpg,Animals,Animals,0.9955,True
_Field Santa Isabel 2_BM-202_1_DSCF0172.jpg,Animals,Animals,0.9677,True
_Field Santa Isabel 2_BM-202_1_DSCF0186.jpg,Animals,Animals,0.9978,True
_Field Santa Isabel 2_BM-202_1_DSCF0193.jpg,Animals,Animals,0.9992,True
_Field Santa Isabel 2_BM-202_1_DSCF0199.jpg,Animals,Animals,0.9993,True
_Field Santa Isabel 2_BM-202_1_DSCF0203.jpg,Animals,Animals,0.9807,True
_Field Santa Isabel 2_BM-202_1_DSCF0209.jpg,Animals,Animals,0.7699,True
_Field Santa Isabel 2_BM-202_1_DSCF0225.jpg,Animals,Animals,0.6839,True
_Field Santa Isabel 2_BM-202_1_DSCF0226.jpg,Animals,Animals,0.6506,True
_Field Santa Isabel 2_BM-202_1_DSCF0230.jpg,Animals,Animals,0.7484,True
_Field Santa Isabel 2_BM-202_1_DSCF0244.jpg,Animals,Animals,0.7902,True
_Field Santa Isabel 2_BM-202_1_DSCF0245.jpg,Animals,Animals,0.6851,True
_Field Santa Isabel 2_BM-202_1_DSCF0267.jpg,Animals,Animals,0.9767,True
_Field Santa Isabel 2_BM-202_1_DSCF0273.jpg,Animals,Animals,0.9947,True
_Field Santa Isabel 2_BM-202_1_DSCF0288.jpg,Animals,Animals,0.9923,True
_Field Santa Isabel 2_BM-202_1_DSCF0294.jpg,Animals,Animals,0.8893,True
_Field Santa Isabel 2_BM-204_1_DSCF0017.jpg,Animals,Animals,0.6921,True
